Row	Id RNE	Nom	Prenom	Attribut	ValAvt	ValApr	Commentaire
4782	28461	BESCHER	GEORGES	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4785	28131	BICH	CHARLES	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4788	869915	BINET	ERWANN	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4791	22893	BRETTE	CATHERINE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4801	23100	CHIRON	JACQUES	Date fin mandat	8/3/2008	27/10/2011	Corrigé pour fusion ultérieure
4805	867216	COLOMB BOUVARD	ANDRE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4812	160090	COTTAZ	BERNARD	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4817	23663	CRIFO	CHRISTINE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4824	160401	DEZEMPTE	GERARD	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4828	160276	EYMERY	ANDRE	Date fin mandat	8/3/2008	17/09/2012	Corrigé pour fusion ultérieure
4853	160487	LANGENIEUX VILLARD	PHILIPPE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4871	160461	NUCCI	CHRISTIAN	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4873	276609	PAYEN	PASCAL	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4878	28252	PERAZIO	BERNARD	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4883	28493	PERILLIE	BRIGITTE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4886	24774	PEYRIN	JEAN CLAUDE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4888	28308	PICHON MARTIN	JACQUES	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4892	23247	PILAUD	ALAIN	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4910	28238	REVEL	SERGE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4923	16911	ROUVEYRE	GUY	Date fin mandat	8/3/2008	18/04/2011	Corrigé pour fusion ultérieure
4927	28123	SAVIN	MICHEL	Date fin mandat	8/3/2008	27/10/2011	Corrigé pour fusion ultérieure
4931	160171	STRAPPAZZON	GILLES	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4942	28280	VETTE	RENE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4944	869917	VEYRET	ROBERT	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
4946	28506	VITTE	DANIEL	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8502	171368	DUBERTRAND	ROLAND	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8504	869920	DUBIE	JEANINE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8560	869919	SIANI WEMBOU	VIRGINIE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8677	30871	BECKER	ALFRED	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8679	30901	BECKER	LOUIS	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8693	869923	BITZ	OLIVIER	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8695	30884	BRENDLE	ROLAND	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8705	170859	DANN	GASTON	Date fin mandat	8/3/2008	13/01/2013	Corrigé pour fusion ultérieure
8711	31243	DREYFUS	HENRI	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8719	170743	FETSCH	JEAN MICHEL	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8736	584036	HERRMANN	ROBERT	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8741	31025	INGWILLER	BERNARD	Date fin mandat	8/3/2008	02/09/2009	Corrigé pour fusion ultérieure
8755	31289	KLEIN MOSSER	ANDRE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8761	31269	LE TALLEC	YVES	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8767	170655	MARMILLOD	PIERRE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8769	30947	MATHIA	JEAN	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8775	170934	MEYER	PHILIPPE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8796	31057	SIMLER	GERARD	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8798	170705	STOLTZ	RICHARD	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8803	582489	VONAU	JEAN LAURENT	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8808	31018	WIRTH	JEAN PAUL	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
8811	170933	WOLF	ETIENNE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12488	1200713	ANNETTE	GILBERT	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12493	14797	BASSIRE	NATHALIE MARIE ANDREE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12520	275756	ERUDEL	PATRICK HENRI CLAUDE	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12543	842329	HOARAU	EMMANUEL	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12550	872198	HUET	DANIEL SYLVAIN	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12596	151234	POUDROUX	MARIE ISABELLE	Date fin mandat	8/3/2008	31/07/2009	Corrigé pour fusion ultérieure
12601	87901	RAMOUNE	GUITO	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12605	449746	RIFOSTA	JEAN HERMANN	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
12612	1192026	ROBERT	THIERRY	Date fin mandat	8/3/2008	28/12/2010	Corrigé pour fusion ultérieure
12633	151247	VALY	BACHIL MOUSSA	Date fin mandat	8/3/2008	21/03/2015	Corrigé pour mandat complet
11509	1492493	ALLOUCH	DAMIEN	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11514	1174521	BERENGER	JEROME	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11519	1155243	BOUGRAUD	DOMINIQUE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11526	1492259	BOYER	DANY	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11532	1155949	CHAMBARET	MARIE CLAIRE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11539	1494676	CLODONG	OLIVIER	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11553	1155108	DISCHBEIN	ANNICK	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11567	1154823	FLEURY	RONAN	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11577	1493473	GELOT	SANDRINE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11579	1493282	GIBERT	SYLVIE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11601	3233	MARHUENDA	FRANCOISE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11603	1492540	MEARY	NICOLAS	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11633	1156223	RIGAULT	SOPHIE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11646	34161	TOUZET	ALEXANDRE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
11652	1493742	VERMILLET	BRIGITTE	Date fin mandat	1/4/2015	NA	Corrigé pour mandat courant
12293	863232	LOUIS-CARABIN	Gabrielle	Date fin mandat	1/4/2011	22/3/2015	Correction (WP)
10964	13050	RETAILLEAU	Bruno	ID RNE	13050	NA	Suppression, mandat inexistant (WP)
10965	13050	RETAILLEAU	Bruno	Date debut mandat	9/3/2008	3/10/1988	Date incorrecte (WP)
10965	13050	RETAILLEAU	Bruno	Date debut fonction	31/3/2011	30/11/2010	Date incorrecte (WP)
8011	916	LEROY	Jean-Claude	Date fin mandat	13/11/2017	NA	Date incorrecte (WP)
8013	916	LEROY	Jean-Claude	Date debut mandat	9/3/2008	25/9/1988	Date incorrecte (WP)
7527	33849	MARCHAND	Frédéric	Date fin mandat	23/10/2017	1/10/2017	Date incorrecte (WP)
2048	766202	MARCILLY	Sylvie	Code canton	03	21	Canton incorrect (WP)
2048	766202	MARCILLY	Sylvie	Libelle canton	Châtelaillon-Plage	ROCHEFORT-NORD	Canton incorrect (WP)
2104	1708	VILLAIN	Stéphane	Date fin mandat	1/4/2015	21/3/2015	Date incorrect (WP)
9047	183489	TOURAINE	Jean-Louis	Date fin mandat	30/3/2011	15/7/2007	Date incorrecte (WP)
12681	798	KAMARDINE	Mansour	Date debut mandat	18/3/2001	20/3/1994	Date incorrecte (WP)
12681	798	KAMARDINE	Mansour	Date fin mandat	30/3/2011	3/8/2008	Date incorrecte (WP)
8294	172250	TROQUET	Bernadette	ID RNE	172250	NA	Suppression, mandat redondant (WP)
8296	172250	TROQUET	Bernadette	ID RNE	172250	NA	Suppression, mandat redondant (WP)
1974	146164	CHATELIER	Robert	Date fin mandat	NA	12/2/2018	Date incorrecte (WP)
1974	146164	CHATELIER	Robert	Motif fin mandat	NA	DC	Motif mandat manquant (WP)
2230	769362	BOUZON	Christian	Date debut mandat	6/6/2016	6/10/2016	Date incorrecte (WP)
3051	833832	MOUTON	Marie-Pierre	Code canton	15	14	Canton incorrect (WP)
3051	833832	MOUTON	Marie-Pierre	Libelle canton	Valence-1	Le Tricastin	Canton incorrect (WP)
3398	187526	LE BRUN	Agnès	Date fin mandat	18/1/2011	21/3/2010	Date incorrecte (WP)
3415	188655	MADEC	Pierre	Date debut mandat	23/3/2008	22/3/2010	Date incorrecte (WP)
3563	38299	DANTI	Henriette	Date debut mandat	20/3/2011	20/11/2013	Date incorrecte (WP)
5701	43984	DE GANAY	Claude	Date fin mandat	30/4/2014	20/4/2014	Date incorrecte (WP)
7289	390296	FLEURY	Delphine	ID RNE	390296	NA	Suppression, mandat inexistant (WP)
8221	372587	GROISNE	Christelle	Date debut mandat	1/1/2013	11/4/2013	Date incorrecte (WP)
8254	929	NERI	Alain	Date fin mandat	9/3/2011	1/4/2014	Date incorrecte (WP)
8238	1408588	MALTERRE-PUYFOULHOUX	Martine	Date debut mandat	16/3/2008	2/4/2014	Date incorrecte (WP)
9042	170011	THIEN	Michel	ID RNE	170011	NA	Suppression, mandat redondant (WP)
9879	167270	REGNIER	Didier	Date debut mandat	1/10/2013	15/10/2013	Date incorrecte (WP)
9868	1189500	PHILIPPE	Edouard	Date fin mandat	24/6/2012	22/4/2012	Date incorrecte (WP)
9814	576036	LEAUTEY	Pierre	Date fin mandat	16/8/2012	30/6/2012	Date incorrecte (WP)
9725	1108253	CAREL	Pierre	ID RNE	1108253	NA	Suppression, mandat incorrect (WP)
9726	1108253	CAREL	Pierre	Date debut mandat	1/7/2012	19/7/2012	Date incorrecte (WP)
10399	1465170	NOIRET	Emmanuel	Date debut mandat	15/7/2015	16/7/2017	Date incorrecte (WP)
10527	1181313	MASSOUTIE	Régine	Date debut mandat	28/3/2004	1/4/2010	Date incorrecte (WP)
11446	1505525	ROSET	Erika	Date debut mandat	2/4/2015	11/5/2015	Date incorrecte (WP)
11608	1154688	NTINOU	Monique	ID RNE	1154688	NA	Suppression, mandat incorrect (WP)
11557	5748	DUROVRAY	François	ID RNE	5748	NA	Suppression, mandat incorrect (WP)
11512	336831	BECHTER	Jean-Pierre	Code canton	06	04	Canton incorrect (WP)
11512	336831	BECHTER	Jean-Pierre	Libelle canton	CORBEIL-ESSONNES-OUEST	Corbeil-Essonnes	Canton incorrect (WP)
11512	336831	BECHTER	Jean-Pierre	Date debut mandat	2/4/2015	9/7/2018	Date incorrecte (WP)
11512	336831	BECHTER	Jean-Pierre	Date fin mandat	1/4/2015	NA	Date incorrecte (WP)
12062	1159030	SANTIAGO	Isabelle	Date debut mandat	14/10/2011	18/10/2011	Date incorrecte (WP)
12162	682370	MEURANT	Sébastien	Date fin mandat	NA	18/10/2017	Date incorrecte (WP)
12162	682370	MEURANT	Sébastien	Motif fin mandat	NA	DV	Motif fin mandat manquant (WP)
12290	833637	LOSBAR	Guy	Date fin mandat	12/1/2016	12/1/2015	Date incorrecte (WP)
12328	870457	SENNEVILLE	Rémi	ID RNE	870457	NA	Suppression, mandat redondant (WP)
12345	1188250	ANTISTE	Maurice	Code canton	13	43	Canton incorrect (WP)
12345	1188250	ANTISTE	Maurice	Libelle canton	LE FRANCOIS 1	LE FRANCOIS 2	Canton incorrect (WP)
12346	1188250	ANTISTE	Maurice	ID RNE	1188250	NA	Suppression, mandat redondant (WP)
12362	821551	CARISTAN	Charles	ID RNE	821551	NA	Suppression, mandat redondant (WP)
12361	821551	CARISTAN	Charles	Date debut mandat	9/3/2008	27/3/2010	Date incorrecte (WP)
12361	821551	CARISTAN	Charles	Date fin mandat	1/4/2015	12/1/2015	Date incorrecte (WP)
12585	1196885	PELTIER	Paule Helyette	ID RNE	1196885	NA	Suppression, mandat inexistant (WP)
12586	1196885	PELTIER	Paule Helyette	ID RNE	1196885	NA	Suppression, mandat inexistant (WP)
12442	822764	TINOT	Marie-Frantz	Date debut mandat	16/3/2009	29/3/2010	Date incorrecte (WP)
11805	1185799	BEDREDDINE	Belaid	Prenom elu	Belaid	Belaïde	Coquille prénom
1890	22909	GUINANDIE	Janine	Prenom elu	Janine	Jeanine	Coquille prénom
8375	833716	FRANCQ	Natalie	Prenom elu	Natalie	Nathalie	Coquille prénom
11266	2003	GIMMILLARO	Martine	Nom elu	GIMMILLARO	GIMMILARO	Coquille nom
585	175	BALARELLO	José	Date naissance	24/12/1926	25/12/1926	Coquille date de naissance
586	175	BALARELLO	José	Date naissance	24/12/1926	25/12/1926	Coquille date de naissance
4123	92972	FAURE	Martine	Date naissance	30/9/1958	30/9/1948	Coquille date de naissance
2947	143295	NEVERS	Danièle	Nom elu	NEVERS	CHOULET NEVERS	Coquille nom
2948	143295	NEVERS	Danièle	Nom elu	NEVERS	CHOULET NEVERS	Coquille nom
2949	143295	NEVERS	Danièle	Nom elu	NEVERS	CHOULET NEVERS	Coquille nom
5961	157418	GOUGET	Jean-Claude	Date naissance	5/12/1942	5/11/1942	Date de naissance incorrecte
5962	157418	GOUGET	Jean-Claude	Date naissance	5/12/1942	5/11/1942	Date de naissance incorrecte
4499	558501	LE MENN	Jacky	Date naissance	10/3/1941	17/3/1941	Date de naissance incorrecte
4500	558501	LE MENN	Jacky	Date naissance	10/3/1941	17/3/1941	Date de naissance incorrecte
12320	863244	PONCHATEAU	Marie-Yveline	Nom elu	PONCHATEAU	PONCHATEAU THEOBALD	Nom incomplet
1356	25007	LUCHE	Jean-Claude	Date fin mandat	30/3/2011	1/4/2015	Date incorrecte
1356	25007	LUCHE	Jean-Claude	Date fin fonction	30/3/2011	1/4/2015	Date incorrecte
1356	25007	LUCHE	Jean-Claude	Motif fin fonction	NA	FM	Information manquante
1357	25007	LUCHE	Jean-Claude	ID RNE	25007	NA	Suppression, ligne redondante
2332	92817	VACHER	Alain	ID RNE	92817	NA	Suppression, ligne redondante
2977	944054	ANTHOINE	Emmanuelle	Date fin mandat	26/6/2017	NA	Inversion date fonction/mandat
2977	944054	ANTHOINE	Emmanuelle	Date fin fonction	NA	26/6/2017	Inversion date fonction/mandat
2979	944054	ANTHOINE	Emmanuelle	ID RNE	944054	NA	Suppression, ligne redondante
5559	1188991	GUERRA	Anne-Sophie	Date debut mandat	9/3/2008	21/10/2011	Date incorrecte
10680	1503938	BERNARD	Alain	Date debut mandat	9/3/2008	19/12/2014	Date incorrecte
